,title,datetime,lat,long,url,rating,comment
53,TepemokTepemok,2018-08-17 10:01:25,60.033567,30.367318,/poi/6559027.html,5,"打算买汉堡王吃，结果发现这家店夹在肯德基、麦当劳和汉堡王中间，排队的人比三巨头加起来都要长，当然要吃。
后来才发现，竟然误打误撞到最知名的俄餐快餐，主要卖各种馅料的煎饼，吃起来口感跟pizza有点像。最有趣的是中文菜单的翻译，鲑鱼奶酪煎饼叫海鲜壮士的煎饼，类似的还有肉壮士和鸡肉壮士的煎饼，我们因为猎奇点了一份“有异块蘑菇汤”，就想知道异块到底是什么。
我最喜欢这家的蜂蜜啤酒，有一点点甜的啤酒。
俄罗斯红菜汤获得一致好评。
特别迷你的俄式饺子肉馅很紧实，饺子口感Q弹，还挺好吃的。"
54,OgoKhogo,2018-08-17 10:00:06,59.938026,30.317114,/poi/38433684.html,4,"火锅店的名字就叫hot pot，老板特别喜欢中国文化，店里随处可见中国和亚洲元素。
火锅味道还不错，小小的店面，一直满座，下着雨的街道冷冷清清的，反衬着火锅店的热闹。
老板用牛肉丸和空心面做logo，服气。
就是上菜太慢了！！"
55,涅瓦河Neva River,2018-08-17 09:37:21,59.809657113913,30.841604979053,/poi/89374.html,5,"开桥仪式大概是凌晨1:30，就在冬宫旁边的河上，如果有体力，推荐去看，人多到超乎想象，还有人遛狗遛娃，怀疑俄罗斯人都不睡觉…
开桥时段，成群不睡觉的人站在河边，沿着河边散步。"
56,叶利谢耶夫食品店Eliseyeeff Emporium,2018-08-17 09:32:49,59.934196,30.337548,/poi/5979397.html,5,"叶利谢耶夫食品店过去是一个文学沙龙，普希金等文化名人经常在这里聚会，后来转型成了食品店，装修是华丽复古风，食品种类特别多，包装和摆放也都有些复古的韵味，在里面闲逛，像是穿越到过去的繁盛时期的商店。
买了一盒巧克力，巧克力盒是一个圆形的木质盒子，上面画着可爱的不同品种的小猫小狗，全都是俄罗斯女孩亲手绘制的，每一个都独一无二。
店内有人演奏钢琴，店外有人弹着吉他，推门出入的瞬间，声音与声音相遇，感觉还挺奇妙的。"
57,FIFA fan festFIFA fan fest,2018-08-17 09:25:43,59.941188,30.32609,/poi/34753304.html,5,"在球迷俱乐部看球，应该是性价比最高的观看世界杯的选择了，免费入场，而且气氛比现场还要燃。
在莫斯科的球迷俱乐部，我们专门选了俄罗斯对战克罗地亚那一场，感受一下战斗民族+东道主+球迷三重身份累加的一群人，聚集在一起会是什么级别的疯狂。
球迷俱乐部在莫斯科的麻雀山附近，距离莫斯科大学很近，依旧有一段很长的无机动车距离，估计比世界杯现场的还要长3倍。球迷们从入口处汇集，一起往现场走，吹喇叭的，欢呼的，喝酒的，摇旗的，阵仗像是冲向战场前的行军，士气大的啊。
很像音乐节，但规模要大很多，球赛开场前和中间都会有热场嘉宾，全场一起唱歌，一起大喊Russia！Russia！Russia！"
58,圣彼得堡体育场Saint-Petersburg Stadium,2018-08-17 09:22:33,59.9727907,30.2261218,/poi/34316252.html,5,"圣彼得堡体育场看上去像一个大飞碟。
球场外已经很疯狂很热闹了，没想到一走进球场大门，还是被人群的欢呼和强烈的动次打次音乐声震得一愣，彷佛有人大声在耳边大吼了一声“欢迎来到狂欢时刻”。
球员入场时，整个球场充斥着球迷的欢呼声，在足球场钢筋混凝土的包裹中，强力共鸣，声势浩大。"
59,糯米香(兴工街店),2018-07-04 10:41:04,38.918649,121.58698,/poi/14165704.html,5,"大连最老的甜品店，已经有二十年的历史了，我爷爷奶奶当年还去排长队买来吃，网红美食界的元老级。
我还记得我小时候会在糯米香里等姥姥下班，一个人坐在店里喝红豆粥吃炸元宵，等待都变的特别甜，一点都不着急，不介意一直等下去。
红豆粥是这里的镇店之宝，红豆的分量十足，煮的软软糯糯的，每一口都是大满足。
还有刚出炉的炸元宵，外皮酥脆，一口咬下去又是黏黏的，咀嚼起来味道甜甜的，简直是口齿间的享受。
还有新款的抹茶红豆糕特别好吃，就是藏在后面那绿绿的一坨，前面的白芝麻黑米的有点一般。
超级推荐新品青团，是我吃过的最好吃的青团！"
60,南浦森林顶级酒店Hotel Foret Premier Nampo,2018-06-28 11:28:49,35.09812,129.02961,/poi/33880908.html,4,"酒店位置很棒，就在南浦洞，出门右拐一二百米就是biff广场，晚上有热闹的小吃街，各种釜山小吃都有。离甘川洞也不到2公里。
服务态度也很好，有一天下雨，前台还准备了透明雨伞。
房间干干净净简简单单的，进门有香气，挺舒服的。"
61,香格里拉大酒店THE SWING酒吧,2018-06-26 15:46:37,38.925230765368,121.65351016642,/poi/14114208.html,5,"Swing译为摇摆，音律，一个酒吧叫这个名字，显然是会有现场音乐调节气氛，喝一杯鸡尾酒，微醺的状态下伴随着音乐的旋律起舞，轻轻的摇晃掉疲惫，沉浸在愉悦中心。
点了颜值最高的“圣安德烈火焰”，是酒吧的原创的鸡尾酒。看调酒师制作这款鸡尾酒的过程特别有趣，在调制后的威士忌里加入点燃的橙皮，注入烟雾，杯罩拿开的一瞬间很梦幻，还可以闻到烟雾的香甜味道。
酒吧的驻唱是两个外国人，特别会调动气氛，唱歌的女生特别可爱。
酒吧里还有高尔夫球模拟机、飞镖等等游戏可以体验，在这里的夜晚绝对不会无聊。"
62,小景咖啡,2018-06-26 15:44:41,38.92894,121.66514,/poi/6731351.html,5,"小景咖啡是大连一个可以看海景的咖啡馆，在十五库的四楼靠海一侧，白天当然也可以来喝杯咖啡，但这里的夜晚更胜一筹。暖暖的橘色灯光，温馨美好的环境，眼前就是大连新的CBD建筑群，亮起的灯光倒映在海面。
推荐桃子果茶，清甜的味道，店家还贴心的给茶壶穿上了毛衣，不会烫手，看上去超萌。
虹吸壶咖啡，直接把虹吸壶一起端了上来，在配上一个热咖啡杯和一个冰咖啡杯，很特别，拿着虹吸壶自己倒，还会有一种做咖啡师的感觉。这里从进门开始就有很多的装饰，每一个角落都自成风景，很适合拍照。"
63,西村日本料理,2018-06-26 15:43:04,38.925305741691,121.65378713797,/poi/14114586.html,5,"大连与日本一海之隔，有很多日本人在大连工作生活，因此也有很多地道正宗的日料店开在这里，成为大连饮食特色里国际化的一面。西村日料的主厨是日本人，同时也是大连日料协会的会长，餐厅在香格里拉酒店的二层，窗外就是繁华的中山路，一杯清酒，敬这夜色中的繁华都市。
这次喝的是河豚鱼鳍煮清酒，将烤干的鱼鳍干放在酒杯中，倒入热清酒，清酒的味道加上被热度激发出的鱼干香，十分特别的味道。
海胆特别肥美，吃一大口海胆再喝一口清酒，满足了。
牛柳薄烧太好吃了！牛肉嫩而多汁，一块肉搭配一片酥脆的烤蒜片，口感喝味道都太棒了！河豚鱼薄切，肉质新鲜有嚼劲儿，清酒好搭档。牛油果蟹肉沙拉，很新鲜爽口，料又很足。米纸寿司很特别，就是我们小时候吃的包在糖外面的那种米纸，这次里面包的是寿司，我就直接像吃糖一样拿起一块塞到嘴里，不会粘手，料也不会掉，很有幸福感。
日料制作区也是开放的设计，可以自己挑选海鲜、蔬菜等各类食品，也可以跟厨师聊聊自己的喜好和口味，吃到私人订制的日料。"
64,品海楼(老虎滩店),2018-06-26 15:39:22,38.876935,121.685551,/poi/8965649.html,4,"如果想要感受更具大连特色的海鲜餐厅，推荐品海楼的老虎滩店，餐厅的建筑很有老味道，大门是沉重的旋转铁门，很有历史感；地点位于渔人码头，可以看海、逛小店、拍成群的渔船，可玩性高；内部陈列了很多大连的老物件，还有一辆可以在上面用餐的大连老有轨电车。
进了餐厅服务生会先给你一个号码，然后就可以下楼选海鲜点菜了。
楼下的海鲜区颇有海鲜市场的感觉，海鲜种类丰富，明码标价，点好了选择烹饪的方法就可以啦。
二层是用餐区，走到座位的一路上，装饰着各种具有时代感的老物件，老式收音机，老电视，老钟表，老式手电筒……等菜的过程中，完全可以来一次小型的大连历史文化参观之旅。
我特别喜欢吃蒜蓉扇贝，去哪吃海鲜都必点这道菜，这家做的很好吃。
这家的三鲜焖子不推荐，味道不正宗，跟嘉嘉菜馆差了几条街，不好吃不好吃。
蛏子味道很好，也很新鲜，但是份量有缩水的嫌疑，我们点了8只大个的蛏子，上来变一小盘我爸看到菜就跟我说“你写游记的时候跟大家讲，蛏子的做法选蒸的，不要选炒的，可以保证份量”。
店里的另一大特色是一辆古董级老有轨电车，还可以在上面用餐，不过服务员说要人很多的时候才会开放这里。"
65,日丰园海肠水饺大连一绝,2018-06-26 15:35:53,38.829698,121.499281,/poi/14233616.html,5,"这家海肠饺子名头可厉害了，是大连唯一一个上过《舌尖上的中国》的特色美食，也受到美食家蔡澜先生的认可，一进门就是这两位大神和老板娘的合影，左右护法的感觉。不仅如此，孔令辉、韩红、孙楠等等名人都曾是这里的食客。餐厅进门两旁都是新鲜的海鲜和蔬菜原料，以及各种熟制品和凉菜。
海菜包子是大连的特色小吃，特别好吃，强烈推荐。
日丰园在大连的小平岛，离市中心打车要30多块钱（会途径大连新建的海港大桥，是大连的一个新地标），这对大连来说已经是非常远的距离了，相当于从北京二环里打车去回龙观，只为吃顿饺子。
到了小平岛，路上几乎没什么人，可是一进餐厅，人声鼎沸，还要排队，“酒香不怕巷子深”说的就是这里了。
重头戏－海肠饺子，又多又新鲜的海肠，鲜美的汤汁，完全值得走这一趟。"
66,大连香格里拉大酒店(咖啡苑自助),2018-06-26 15:28:23,38.925378,121.6537,/poi/30381514.html,5,"海鲜新鲜种类又多，大个的牡蛎、扇贝、螃蟹、皮皮虾都无限吃，关键是皮皮虾和螃蟹竟然每个都有籽，这个性价比就很高了，如果想一次把海鲜吃个痛快，推荐这里。
自助餐是在香格里拉酒店的咖啡苑，咖啡苑的“美食剧院”理念很有趣，认为餐厅就是一个美食剧院，厨师是剧院的表演者，餐厅则是他们展示烹饪绝活的舞台。客人可以与厨师直接面对面地交流，让厨师按照自己喜欢的口味为自己烹饪美食。
母亲节当天，我的工作还没有结束，就干脆把爸妈叫来酒店餐厅请他们吃海鲜自助，爸爸妈妈特别爱吃海鲜，而且作为大连人吃了一辈子海鲜，要求很严格，这次完全感受到了他俩吃的很满意。"
67,2路车站小丸子(奥林匹克店),2018-06-26 15:06:20,38.910111226894,121.60911393613,/poi/6941696.html,4,因为开在2路车的车站而得名，早已成了连锁店，在很多地方都有店，推荐奥林匹克广场这家。
68,香格里拉大酒店香宫中餐厅,2018-06-26 15:04:13,38.925096773048,121.65342217558,/poi/14111685.html,5,"香宫中餐厅的鱼汤海鲜泡饭！想起来都激动！太好吃了吧！鱼汤海鲜泡饭这么多年一直都是香宫的头牌，这次吃到的一刻，我听到了我的嘴巴和胃口的呐喊：“实至名归！！！”
去大连玩一定要吃，不住酒店专程去吃也要吃，这不是食物，是一大碗幸福感！
鲫鱼汤熬制了3个小时，汤都是白色的，特别浓特别香，然后放入炸大米，大米会很快吸收汤的味道，口感进入酥脆和软糯的中间地带。
鱼汤泡饭的最佳搭配，萝卜干拌海螺，萝卜干超级好吃。
烤鸭也是香宫的招牌，我尝试了新出的烤鸭马卡龙，特别混搭，很有创意。"
69,野谷鲜花店,2018-06-26 14:44:26,38.895687,121.647397,/poi/34328664.html,5,"整个花店内部是墨绿色的，加上摆满的鲜花，挂满的干花，会有一种走进森林花园的感觉。
当天是母亲节，老板娘一边忙着扎花束，还不忘一边招待我，我说你忙吧，我就随便拍拍照，你家店很好看，老板娘是典型的大连姑娘“随便拍，我这血忙，你拍你的没事儿”（脑补一下东北口音）。"
70,Oneday Cafe&PastryOneday Cafe&Pastry,2018-06-26 14:29:37,38.89569,121.64751,/poi/34328600.html,5,"这家店是在大连的朋友里最爱喝咖啡的一位推荐的，那当然得去探个究竟。
咖啡师推荐了他们的新品“逆冰”拿铁，作为一个前广告文案工作者，对好听的名字也是毫无抵抗力，很多时候都会用名字来判断是否要掏腰包，也算是对文字行业的一种支持啦。
逆冰拿铁是冰咖啡，做法是将espresso冻成冰块，加上牛奶，随着冰块的融化，咖啡的味道会越来越浓烈，咖啡界的威士忌。
这家咖啡店虽然只开业了一年多，但老板做了近十年的甜品，来这里一定要点一份甜品尝尝，我点了浓郁黑巧慕斯，真的十分对得起“浓郁”两字，强烈推荐给爱吃巧克力的朋友。"
71,正在生活,2018-06-26 14:12:46,38.895963701822,121.65158515221,/poi/30380230.html,5,"我们总会被自己所在的地方影响，被环境的气氛带动着情绪，而这家店的超能力是会让人安静而开心。
一走进去就能感受到老板对生活的积极心态和满满爱意，每一个角落都细心布置，墙上、地面上、花园里、装饰品上，都有写给你也写给生活的话。
油画吐司又简单又好看，而且好吃。
咖啡馆有一个小露台，刚好有阳光透过绿色的繁枝茂叶洒下来。"
72,MOOCHOOS 目出,2018-06-26 14:08:13,38.912401419399,121.60665954383,/poi/30329642.html,5,"大连颜值最高的甜品店，高到连带着对自己的摄影水平自我感觉十分良好。
拍了特别多照片，选照片的时候一直在默默感叹“天呐，我怎么这么会拍照！”
老板娘说她希望自己家的甜品都是可以和客人互动的，有趣的。
「火星陨落」会用火点燃巧克力，「毒药」会在切开的一刻流出浓稠的带着绿色抹茶的巧克力酱。
除了甜品，鸡肉沙拉可颂三明治也特别好吃，这家店是带着爸爸妈妈来的，他俩对三明治赞不绝口。"
73,NAMOONAMOO,2018-06-26 14:06:02,38.910953,121.583865,/poi/34328468.html,5,"这是一家桌上有花，伞中有花，墙上有花，屋顶有花，盒子里有花，花瓶里有花，随处都是美好小心思的花与咖啡店。
如果有时间在这里坐的久一点，请一定要多在店里走走，去欣赏每一个细节，会觉得原来生活里可以有这么多简单却动人的创造。
NAMOO是一只小狗的名字，小狗的主人是咖啡店老板的韩国花艺老师，LOGO是小狗的样子，特别可爱。
点了雪人卡布奇诺，也是店里的招牌，棉花糖做的小雪人躺在热咖啡里，像是在惬意的泡咖啡温泉。
名为“黑白”的冰咖啡是咖啡馆的新创意，将竹炭粉加入咖啡里，喝起来有沙沙的口感，很特别，很适合夏天。"
74,自由之丘后山书店,2018-06-26 13:58:06,38.911682,121.582746,/poi/34328432.html,5,"我要向你保证，走进这家店里待上十分钟，你会爱上这里的。
这是一片有书有咖啡的自由之丘，你可以说这里是一家很多书的咖啡店，而我更倾向于这里是一家有好咖啡的书店。
走进店里很容易被一幅字画吸引“一生悬命”，源自古日语，武士们常常以“一所悬命”来表达自己拼死的决心。后来经过后世的流传变化，现在意味用一生的时间尽全力去做某事。
书店的一层有很多老物件，陈列在满墙的书籍中间，很有味道。
老板很喜欢日本文化，店里的设计风格以及很多装饰小物都是源自日本。
点了手冲，咖啡的品质和味道都很好。如果我在大连，应该会每天来这里工作写文章的。"
75,日本风情街,2018-06-26 13:49:56,38.913165,121.653774,/poi/9378.html,5,"南山风情区拥有日本式民居的建筑群，不过来到这里，很多人会和我一样有相同的疑问，这街上分明都是欧洲建筑啊？其实日本早年就有一支和洋折中的建筑流派，就像中山广场上的交通银行一样，看似是欧洲风格的建筑，实际上它却是由日本设计师设计的，大连曾是日本人实现欧洲建筑风格梦想的试验地。
现在的南山风情街上有很多艺术工作室，原创设计小店，咖啡馆和餐厅，隐藏在高耸的银杏树后。店家都很用心的装饰自己的一方天地，走在街上有在逛北京798的感觉。
其实我最喜欢这里的原因还是因为人，我在这条街上感受到了大连人十足的热情。走进一个像是艺术空间的店，店里的姐姐特别热情的用大连话给我介绍起了各种作品，老亲切了。这才发现这里其实是一个教小朋友画画做雕塑的地方，并不是对外参观的，店里的姐姐就是小朋友们的老师，有这么热情阳光的老师，特别羡慕她的学生们。"
76,LUZERN 琉璃森林(牛排专家),2018-06-26 13:39:11,38.912627,121.643018,/poi/14107665.html,5,"琉璃森林是大连的约会圣地，推荐我这间店的朋友都是有另一半的。
餐厅有两个空间组成，一方清新自然，一方复古典雅。
我主要是奔着他家的疯狂奶昔来的～颜值特别高，配料特别丰盛，三个大大的冰激凌球，一大杯奶昔，与不同种类形状的饼干、棉花糖组合搭配，像是构建了一个甜品雕塑艺术品，吸睛又美味。就是太大了一个人根本吃不完，三四个人吃比较合适。
绿荫下的彩色玻璃房也是这里的特色，阳光明媚的时候，特别美。"
77,阿汤咖啡 atang coffee,2018-06-26 13:36:00,38.861705,121.534507,/poi/14236988.html,4,"老板很帅！咖啡品质很好。
跟老板聊天，聊到了对咖啡好坏的判断标准，老板的观点我特别认同。他说“咖啡文化发展了那么久，不应该是一个特别小众的事情，我希望我做出来的一杯咖啡，80%的人觉得好喝，剩下20%可以留给个人口味的差异，而不能说我做的咖啡就是很好，如果只有20%的人喜欢，那是因为只有20%的人懂得欣赏”。
我是一个偏爱奶咖的人，这次被老板安排了手冲，在他看来，手冲咖啡更加纯粹的展示着咖啡的原貌，加了奶和糖的咖啡，会让咖啡有少许失色并且没有那么健康。
我喝的叫“致敬皮爷”，是阿汤咖啡的新品是老板用来表达对美国精品咖啡大师皮爷的敬意。"
78,幸福宫中国兰州牛肉面(西安路店),2018-06-26 11:24:58,38.913272,121.588546,/poi/34327440.html,5,"店名就叫幸福宫，在大连最繁华的西安路商业街附近，吃完面可以在周围热热闹闹的逛街。虽然做好了碗很大的准备，看到面端上来还是惊到了，13斤的大碗啊，我都端不起来。
其实五个人点两人份就够啦，我们点了四人份只吃完了一半。
这次的面吃的特别热闹，爷爷奶奶特别开心，而且爷爷是特别爱吃面的人，这家也算是经过我爷爷的检验了，味道很好。
服务的态度也特别好，四人套餐里是有四杯饮料，老板娘看到我们是五个人，还额外送了我们一杯。大连人的热情。"
79,鸿發吃饭公司,2018-06-26 11:02:11,38.916979,121.644012,/poi/34327312.html,5,"一家风格很强的港式茶餐厅，开业才4个月，还在试营业阶段，用餐时间已经排起了队。
一进门先看到“不怎么好吃”，低头又看到“不欢迎”，坐下又看到“奶茶称皇，鱼蛋称霸”，老板很有性格啊，不敢惹不敢惹。
实际上，味道很不错，推荐牛腩煲，很入味儿，以及冰火菠萝油，一定要趁热吃呀。
奶茶也很正宗，还可以免费续一杯。"
80,鲸咖啡BELUGA CAFE,2018-06-26 10:54:22,38.879487,121.573141,/poi/8826286.html,5,"鲸咖啡是一家可以和鲸鱼、海豚一起喝咖啡的咖啡馆。太。治。愈。了。
海豚和鲸鱼真的会和你互动，一会儿看着你笑，一会儿在你面前顶自己的玩具球，剩下的时间就是组团打闹飞来飞去，看着就开心，我明显的感觉到，自己全程都有一种老母亲般的慈爱微笑挂在脸上。
咖啡馆有两个空间，一个可以看海豚，一个可以看鲸鱼，鲸鱼区是只有会员才可以坐下用餐的，但可以点完餐过去拍照，不影响。
海豚一会儿自己玩，一会儿隔着玻璃找人玩儿，如果看到它们在隔着玻璃静静地看你，就抓住机会赶紧去合影吧。等到它们自己互相追逐的时候，想要合影实在是太难了，照片里只能看到一个幻影，而且它们一玩起来跟小朋友一样，根本停不下来。
去鲸咖啡最好避开周末，人会很多，很难拍照。
实在避不开就早去，10点开门的时候人少。
咖啡的拉花是小鲸鱼造型，圆圆的大脑袋大眼睛特别可爱。
彩虹吐司也是这里的招牌，据说是抖音上的网红吐司，还挺好看的。中间是芝士加上各种果蔬汁调出的颜色，味道还不错。
这里特别适合带小朋友来，看到很多小朋友沉迷于和海豚鲸鱼互动，妈妈们就在一旁边喝咖啡，大概是全大连带孩子最省心的地方了，妈妈们的福音。"
81,首尔明洞喜普乐吉酒店(原首尔黄金郁金香M酒店)Sotetsu Hotels The Splaisir Seoul Myeongdong,2018-06-24 22:05:34,37.56196100469,126.97869897116,/poi/15575250.html,5,"太！喜！欢！
一个做梦都是童话的房间。
环境如图，内部都是LINE的周边，整个14层都是LINE主题房，童心满满。
一开电梯门还有LINE前台，瞬间就开心起来。
住在这里可以去17层的餐厅吃早餐，视野很好，房间的窗户很小，是个不足。
酒店地理位置很好，就在明洞附近，步行过去7、8分钟，门口就有airport bus，15到25分钟一辆开往首尔的两个机场，很方便。"
82,向村陶艺咖啡馆,2018-06-05 09:05:39,39.952677,116.723398,/poi/29466850.html,5,老板是中国知名的陶瓷艺术家周相春。这里既是咖啡馆，也是相春老师的作品展示空间，一进门的两层空间很大，随处都是他亲手制作的陶瓷工艺品，种类简直包含大千世界，动物、人物、茶具餐具、小工艺品全部都有，还有几个是宋庄艺术家的人像造型。咖啡馆最深处的空间很精彩，也是制作咖啡的地方，各种风格的绘画手稿一幅一幅的被形状各异颜色不同的画框裱好，填满（是真的填满）了整个屋子，也都是相春老师多年来随手画的手稿，而这里还只是很小的一部分。咖啡很好喝，尤其推荐摩卡。
83,如故RUGU CAFE,2018-06-05 09:01:45,39.943725,116.411382,/poi/29554338.html,5,如故照相馆在方家胡同46号院里（这个院子里有很多好玩的店可以逛），照相馆一共有两层，二楼是老板的摄影工作室，不对外开放。一楼是咖啡馆，其实更像是一个摄影作品展览馆，黑白胶片照片在这里是绝对的主角。整个咖啡馆又分为两个部分，一个空间摆满了摄影师的人像胶片作品，中国人，外国人，孕妇，少女，老人，姐妹两人的，一家三口的，一大家子的，每一张都层次丰富，质感细腻。时间是公平的，慢总是比快多了一份用心，而恰恰是这份心，在快速的时代里，拥有无法替代的价值。另一个空间可以用餐喝咖啡，墙上有很多大幅的胶片作品，其中有一张是一卷手纸，就是那种最普通最常见的卷纸，在摄影师的创造制作下，很美。点了名为奇兰的岩茶，因为“Magic Lan”的名字很好听，还点了热拿铁，味道很棒。当时还聊起来，很多咖啡馆，光是看老板做的事，就知道咖啡一定错不了。
84,半山腰,2018-06-05 08:58:20,39.919714,116.448049,/poi/29596942.html,5,半山腰在侨福芳草地，中午和晚上是家云南餐厅，下午是一家咖啡馆，多重的属性完全没有降低咖啡的品质，是很棒的精品咖啡。
85,CAFE FLATWHITE(塔园外交公寓店),2018-06-05 08:55:59,39.945242,116.449924,/poi/29571326.html,5,延续了FlatWhite的清新风格，但这家店因为在外交公寓里面，进入小区的时候需要登记身份证，所以知道的人少，更隐秘安静。
86,CAFE FLATWHITE(751D-Park店),2018-06-05 08:55:28,39.984372,116.49888,/poi/29572790.html,5,店铺有偌大的玻璃窗，目之所及都是绿植，阳光好的时候美翻了。胡萝卜蛋糕是这里的招牌甜品，但我更推荐巧克力熔岩蛋糕，蛋糕上来的时候热乎乎的，勺子一下去，浓稠的巧克力夹心就像流沙一样流出来，吃一口太满足了。
87,17cafe,2018-06-05 08:52:00,39.918634,116.455796,/poi/29580026.html,5,"17cafe在世贸天阶旁边的小区新城国际里，环境清新舒适，很多马卡龙颜色的元素，在里面坐一会儿，觉得整个人都变温柔了。咖啡店不大，全透明的玻璃窗，一眼望进去就能了解个大概。咖啡馆老板应该是个音乐迷，店里的黑胶唱片机一直播放着音乐，旁边木质盒子里有厚厚一叠的胶片可供翻赏。而且我最近一次去17cafe，还遇到了老板带着好妹妹乐队的两个人来聊天。
点了热拿铁和树莓慕斯，咖啡味道和拉花都5颗星，树莓慕斯颜值很高，味道和淡淡的粉色一样清新，是我很喜欢的不是很甜的那种。店里有两种沙拉的名字很可爱，“虚伪的沙拉”是有牛里脊和鸡腿肉的沙拉，所以很“虚伪”，哈，“真正的沙拉”则都是蔬菜和水果。"
88,soloist coffee co(杨梅竹店)soloist coffee co.,2018-06-05 08:42:11,39.896041,116.392963,/poi/8537194.html,5,"咖啡馆有两层，推荐坐在二层，伴随着鞋子踩在木质楼梯的踏踏声，你会看到很多不同时代的老地图，大小各异的地球仪，一架钢琴，以及和环境舒舒服服融合在一起的小装饰。二层有两个对着胡同的很小的玻璃窗，远远看上去像是挂在墙上的胡同风景画。从二层的阳台，可以看到杨梅竹斜街向远处延伸，两侧是成片的老北京住宅，透着浓浓的生活气，日落就在这里solo。
重点补充！这里有全北京最好吃的手撕鸡肉牛油果帕尼尼，太好吃了，骗人是小狗！"
89,Berry Beans,2018-06-05 08:41:11,39.936806,116.454747,/poi/29592834.html,5,"一杯好咖啡是一家咖啡馆的基本，在此基础上，再加上品味独特的环境，吸引力会倍增，如果，要求再高一些，我还期待一家好的咖啡馆会激发一次难忘的迷你旅行。Berry Beans三里屯店符合以上所有的期待。Berry Beans在三里屯3.3大楼6层的最深处，通往咖啡馆必经的一小段路精彩极了，简直就是一个复古天堂，每一步都是惊喜。
Berry Beans延续了复古风，咖啡馆里的家具和陈列都是从美国西雅图淘回来的古董，每一件都有上百年的历史，我尤其喜欢墙上挂着的泛黄的纽约老地图。我点了一杯黑糖肉桂拿铁，拿铁会搭配一根肉桂一起端上来，店员会用喷火器把肉桂烤成黑色给你，这时候赶紧用烤过的肉桂搅拌咖啡，肉桂的味道会最快的融入咖啡里，然后就可以开始窃喜自己又喝到了很棒的咖啡，又拥有了一次很独特的体验啦。"
90,我与地坛thecorner,2018-06-05 08:38:27,39.953958,116.420316,/poi/29595874.html,5,咖啡馆隐藏在一家汽车修理厂角落里，门对着一面红墙，要费心找找。老板原本只是想着在修理厂里开间咖啡馆，让来这里修车的人放松一下，缓解一下自己的车出了问题这种不开心的情况，没想到一开起来，很快就成了大家的心头爱，很多人慕名而来。咖啡馆的空间很大，一共是三层楼，一、二层是咖啡馆，三层是展览空间。一、二层楼是中空打通的设计，一整面墙的窗户，采光很好，坐在咖啡馆里可以见证着眼前光影的变化。金属材质的装饰为主，黑白为主要颜色，搭配上金色的金属圆桌，简单又高级。“在人口密聚的城市里，有这样一个宁静的去处，像是上帝的苦心安排。”这句话出自于史铁生的《我与地坛》。爱地坛的人如此称赞地坛，正如爱咖啡的人心里想要如此赞美咖啡馆。一个安静的角落，一杯咖啡，一本书，没有任何人的打扰，只有自己和时间的流逝。
91,故宫冰窖,2018-06-05 08:35:17,39.918638,116.394175,/poi/29554334.html,5,"冰窖咖啡在故宫内，慈宁宫附近，原本是紫禁城里储存冰块的地方，所以叫冰窖。咖啡馆整体风格简约，素白的墙面，简短几个词写明自己提供的服务，店里没有什么装饰，亮点是环绕半个咖啡馆的长方形窗户，窗户外面种了一排竹子，在红墙的衬托下自成风景。点了一杯热拿铁，味道跟星巴克不相上下，纸杯的包装也很简单讨喜。
坐在咖啡馆里休息，不一会儿有一位大哥进来招呼我们去对面坐坐，说对面人少还有书看，起初有点茫然，疑惑的看了看咖啡馆的店员，店员也笑着说“拿着咖啡过去就行，那边人少，我们都是一家的”。于是拿着咖啡坐到隔壁，这家店是卖故宫相关书籍和周边的，也可以喝茶，一坐下大哥就拿了本书给我，是历代嫔妃们的服装服饰图集，大哥很会推荐嘛。就这样，喝着咖啡，晒着皇宫里的太阳，看着嫔妃们的时尚潮流，故宫之行变得安逸许多。"
92,SOE COFFEESOE COFFEE,2018-06-04 18:32:55,39.928434,116.464283,/poi/34170140.html,4,"简的黑白搭配，装饰物相比于大部分咖啡馆也是少之又少。点了热拿铁，味道和口感都很不错。更值得一提的是这里的招牌咖啡“冠军啤酒花创意咖啡”，是2017年中国咖啡师大赛冠军的参赛咖啡，冠军同时也是这里的首席咖啡师。冠军咖啡的灵感来源于精酿啤酒，将精酿啤酒中的啤酒花（用于丰富啤酒的香气）融入Espresso，再加上适当比例的黄原胶增加咖啡的醇厚度，适当的云南咖啡花蜂蜜增加甜度，放在一个迷你啤酒瓶造型的玻璃瓶里，再将玻璃瓶至于充满冰块的器皿中冰镇，100分的特别。第一口就感受到了浓浓的啤酒香加咖啡香，只想给咖啡师的创意和大胆尝试点赞。
一个小缺点：咖啡馆是在一个办公大楼的入口处，喝咖啡的过程总是有人来来往往的，开门路过开门路过，不是很安静。
一个补充信息：Soe Coffee在北京有咖啡师培训学校，想学做咖啡的小伙伴们可以参考，我也是因为发了朋友圈想要学咖啡，才有很多朋友给我推荐了这家。"
