肉餅哥小炒料理 Meat Pie Gor,311,荃灣聯仁街28號康睦庭園地下3號舖,$50以下,粵菜 (廣東),中菜館,(448 食評),13986,最優秀荃灣/葵青開飯熱店
泰旺泰國餐廳 Thai Restaurant & B.B.Q.,4.0,屯門屯利街1號華都商場1樓61號舖,$51-100,泰國菜,泰國菜,(9 食評),178,
香辣屋 Chilli N Spice,3.0,將軍澳唐賢街9號PopCorn商場二期cookedDeli by city'super,$50以下,泰國菜,Food Court,(8 食評),88,
彩軒園林茶館 Country Inn Thai Cuisine,11.0,馬鞍山西沙路十四鄉泥涌10號E-F,$101-200,泰國菜,茶館,(22 食評),192,
泰好味,4.0,天水圍天湖路1號嘉湖新北江商場1樓C43B舖,$101-200,泰國菜,咖喱,(10 食評),63,
利泰正宗泰國精美食坊,5.0,將軍澳將軍澳寶林街市71號舖,$50以下,泰國菜,粉麵/米線,(12 食評),111,
泰紅泰國美食 Red Thai,2.0,屯門石排頭徑1號卓爾廣場1樓110號舖,$101-200,泰國菜,咖喱,(4 食評),74,
串燒之王,8.0,葵芳葵富路7號葵涌廣場地下25A,$50以下,泰國菜,串燒,(20 食評),105,
武吉士 BUGIS Restaurant,2.0,葵涌葵昌路51號九龍貿易中心1樓S1舖,$51-100,泰國菜,茶餐廳/冰室,(9 食評),104,
啊萊啊萊,2.0,大圍村南道45-47號搵食市集地下7號舖,$51-100,泰國菜,茶餐廳/冰室,(3 食評),25,
泰潮  Nittaya Restaurant,4.0,粉嶺聯和墟和泰街55號地下,$51-100,泰國菜,泰國菜,(11 食評),145,
泰國BBQ,17.0,青衣美景花園商場平台,$51-100,泰國菜,泰國菜,(35 食評),204,
泰豐美食 Pinkaew Thaifood,4.0,葵芳榮芳路97-111號葵祥大廈地下C號舖,$51-100,泰國菜,海鮮,(7 食評),115,
芭堤雅小島泰式餐廳 Pattaya Island Thai Restaurant,15.0,馬灣珀麗灣沙灘商場1樓1-2號舖,$101-200,泰國菜,泰國菜,(38 食評),442,
泰國椰菜苗,2.0,大埔大埔南盛街15號地舖,$101-200,泰國菜,火鍋,(7 食評),189,訂座享晚市指定時段8折
泰好味 Chalida Thai Food,6.0,元朗大陂頭徑2-12號華盛樓地下E號舖,$101-200,泰國菜,咖喱,(17 食評),355,
泰和,7.0,馬鞍山大水坑村130號,$50以下,泰國菜,泰國菜,(19 食評),189,
泰國廚子 Thai Chef,3.0,荃灣悅來酒店悅來坊商場地下G31 & G32A號舖,$51-100,泰國菜,泰國菜,(14 食評),252,
跳舞蘭 Ueang Saen Kham,2.0,元朗洪水橋盈福街11號洪福樓地下A舖,$51-100,泰國菜,泰國菜,(4 食評),46,
金泰皇泰國菜館,3.0,粉嶺和滿街9號聯和墟街市2樓熟食中心CF003舖,$51-100,泰國菜,熟食中心,(5 食評),82,
泰寶龍 Thai Nong Khai,5.0,西貢敬民街9號高勝樓地下14號舖,$51-100,泰國菜,泰國菜,(10 食評),90,
金盞泰式小食,3.0,將軍澳調景嶺彩明街1號彩明商場一期1樓彩明街市CM34號舖,$50以下,泰國菜,外賣店,(4 食評),92,
漁樂 Lime Fish,,天水圍天瑞路71-77號天澤商場1樓104B-D號舖,$51-100,泰國菜,越南菜,(8 食評),63,
亞潘泰國菜 Amporn Thai Food,2.0,葵涌打磚坪街1-25號寶星中心地下6號舖,$101-200,泰國菜,泰國菜,(3 食評),55,
美味館泰之味,2.0,馬鞍山鞍祿街18號新港城中心三期地下1號舖,$50以下,泰國菜,茶餐廳/冰室,(2 食評),179,
心泰苑,2.0,荃灣海濱花園A平台129號舖,$51-100,泰國菜,泰國菜,(5 食評),24,
泰潮 Thai Chiu,2.0,元朗八鄉粉錦公路新隆圍竹坑村50號地下,$101-200,泰國菜,海鮮,(5 食評),391,
泰式海南雞 Thilaporn,2.0,元朗西菁街9號富盛商場地下62號舖,$51-100,泰國菜,泰國菜,(3 食評),44,
象泰宴 Jaunty Restaurant,2.0,屯門青善街康景花園8-10號舖,$51-100,泰國菜,泰國菜,(3 食評),29,送 25里數 / 30積分
農民泰菜 Thai Village Deli,1.0,沙田橫壆街1-15號好運中心3樓186-192號舖,$51-100,泰國菜,泰國菜,(3 食評),36,
泰迎 Thai Restaurant,1.0,元朗西菁街2號興旺樓地下2-3號舖,$101-200,泰國菜,泰國菜,(2 食評),122,
泰屋泰菜,1.0,馬鞍山富安花園商場地下2A號鋪,$51-100,泰國菜,咖喱,(4 食評),102,
泰女神食店,3.0,屯門青翠徑7號金邦大廈上層1A舖,$50以下,泰國菜,小食店,(3 食評),42,
泰屋泰國餐廳 Ban Thai Restaurant,,西貢海傍街5號大鵬樓地下,$50以下,泰國菜,泰國菜,(11 食評),75,
Tom Western Thai Cuisine,1.0,馬鞍山西沙路628號新港城廣場2樓1-3號舖,$51-100,泰國菜,粉麵/米線,(3 食評),30,
陸她娜豬髀飯專門店 Rattana Thai Food Restaurant,,屯門屯利街1號華都商場地下55號舖,$50以下,泰國菜,車仔麵,(8 食評),109,
泰美美食,3.0,屯門龍門居商場地下17號,$50以下,泰國菜,泰國菜,(5 食評),29,
正宗泰國菜坊 Thai Food Restaurant,6.0,元朗洪水橋洪堤路8號雅珊園地下10號舖,$101-200,泰國菜,咪嘥嘢食店,(19 食評),133,
新泰國廚房 New Maung Thai Food,1.0,葵涌打磚坪街1-25號寶星中心C座地下1號舖,$51-100,泰國菜,泰國菜,(2 食評),31,
新城餐廳 New City Restaurant,4.0,大圍大圍美田商場1樓102號舖,$50以下,泰國菜,茶餐廳/冰室,(17 食評),65,
越泰軒小食,2.0,葵涌梨木樹商場光亮街市45-46號舖,$50以下,泰國菜,小食店,(3 食評),78,
迦南泰國小食 Cannon Thai Snacks,3.0,葵涌打磚坪街68號和豐工業中心7樓14室,$50以下,泰國菜,外賣店,(3 食評),144,
泰靚手撕雞,1.0,馬鞍山恆錦街1號恆安商場地下恆安街市51號舖,$50以下,泰國菜,港式,(1 食評),15,
泰寫意 Thai Free Canteen,1.0,葵涌葵盛西邨商場2樓28號舖,$50以下,泰國菜,粉麵/米線,(3 食評),23,
Sawasdee Thai,1.0,屯門湖秀街2號悅湖山莊商場地下18號舖,$50以下,泰國菜,咖喱,(1 食評),24,
亞越泰 Asian Lab,2.0,沙田石門安群街一號京瑞廣場二期地下G06舖,$51-100,泰國菜,越南菜,(6 食評),81,
金曼谷泰國菜館,3.0,上水石湖墟熟食中心2樓CF8號舖,$50以下,泰國菜,熟食中心,(4 食評),102,
金源泰風味泰國菜,1.0,荃灣荃景圍86號荃灣中心1期地下C13A號舖,$51-100,泰國菜,泰國菜,(2 食評),27,
SIAM AI Fresco Dining,5.0,大埔汀角路10 號大元商場F10號舖,$51-100,泰國菜,咪嘥嘢食店,(12 食評),238,
君苑海南雞專門店泰式串燒,1.0,馬鞍山頌安邨頌安街市C7號舖,$50以下,泰國菜,串燒,(1 食評),31,
檸檬葉屋 Lemon Leaf House,,將軍澳常寧路2號TKO Gateway東翼地下EF07號舖,$50以下,泰國菜,泰國菜,(2 食評),16,
泰國佬餐廳,2.0,大埔廣福道127號地舖,$101-200,泰國菜,海鮮,(3 食評),24,
泰好味,33.0,屯門井財街青菱徑鹿苑大廈地下9號舖,$51-100,泰國菜,泰國菜,(52 食評),384,
泰國菜坊,4.0,元朗洪水橋丹桂村路21號,$50以下,泰國菜,泰國菜,(9 食評),49,
黃錫記,,馬鞍山福安花園商場地下5舖,$50以下,泰國菜,粉麵/米線,(6 食評),33,
泰國佬美食,,大埔大埔墟大明里22A地舖,$51-100,泰國菜,粉麵/米線,(5 食評),98,
盈旺泰滋味 Yvonne's Thai Delicious,2.0,元朗鳳攸南街3號好順景大廈地下7號舖,$101-200,泰國菜,火鍋,(3 食評),37,
沙士亞鄉村俱樂部 Shalimar Country Club,1.0,大埔運頭角里6號美楓大廈地下E號舖,$50以下,泰國菜,酒吧,(4 食評),36,
海南雞外賣專門店 Hai Nam Chicken Takeaway Shop,5.0,天水圍天湖路1號嘉湖新北江商場地下A150號舖,$51-100,泰國菜,泰國菜,(17 食評),129,
心越 Le Viet’s,1.0,元朗錦田高埔村108號天空之城第10座地下,$51-100,泰國菜,越南菜,(1 食評),19,星期一至五訂座可享8折優惠 (只收現金)
泰星 Thai Star BBQ,,馬鞍山富安花園商場地下B8舖,$50以下,泰國菜,串燒,,36,
逸東泰國菜餐廳,,青衣長發邨長發街市地下13號舖,$51-100,泰國菜,泰國菜,(1 食評),16,
泰國人海南雞 Koon Thai Hai Nam Chicken,10.0,荃灣大壩街41號 (近荃灣百老匯),$51-100,泰國菜,泰國菜,(37 食評),110,
漁樂 Lime Fish,,屯門欣田邨欣田商場地下G05號舖,$50以下,泰國菜,粉麵/米線,(1 食評),15,
花花泰菜 FA THAI,,元朗青山公路洪水橋段德慶樓地下2號舖,$51-100,泰國菜,泰國菜,,26,
泰好運泰國菜館 So Lucky Thai Restaurant,2.0,元朗福田徑2-16號樂富大廈地下5B舖,$101-200,泰國菜,咪嘥嘢食店,(4 食評),53,
Thai Cool,,青衣擔桿山路6號長發街市地下5號舖,$50以下,泰國菜,泰國菜,,6,
東南加 Eastern Plus,5.0,將軍澳唐賢街19號天晉匯II期地下G20號舖,$51-100,泰國菜,粉麵/米線,(15 食評),73,棈選派對美食8折
Salala,8.0,大圍翠田街2號新翠商場1樓L101號舖,$51-100,泰國菜,泰國菜,(24 食評),85,
英記中泰美食,1.0,大埔鄉事會街8號大埔墟街市及熟食中心2樓CSF40號舖,$50以下,泰國菜,泰國菜,(1 食評),10,
泰迷你廚房,,荃灣西樓角道186-200號昌安大廈1樓51及56號舖,$51-100,泰國菜,泰國菜,,12,
金泰軒,,屯門彩華花園C座地下,$51-100,泰國菜,泰國菜,,7,
齊齊串泰式小食,,屯門龍門路43號龍門居地下61號舖,$50以下,泰國菜,粉麵/米線,(1 食評),16,
心泰棧 Thai House,,大埔鳳園路138號地舖,$101-200,泰國菜,泰國菜,,31,
泰美小廚,,沙田德厚街3號禾輋街市地下SS02號舖,$50以下,泰國菜,泰國菜,(2 食評),17,
回味美食 After Taste,,天水圍天華路33號T Town North地下T Town街市54號舖,$50以下,泰國菜,粉麵/米線,,18,
中泰美食,,荃灣橫龍街43號龍力工業大廈地舖,$50以下,泰國菜,泰國菜,,8,
真心泰味,,屯門田景路31號良景廣場良景街市118號舖,$50以下,泰國菜,粉麵/米線,,16,
陸她娜豬髀飯專門店 Rattana Thai Food Restaurant (已搬遷),14.0,屯門屯利街1號華都商場地下61號舖,$50以下,泰國菜,車仔麵,(24 食評),432,
新紅山泰國菜館 New Red Mountain Thai Kitchen (已搬遷),5.0,荃灣眾安街79號2樓,$101-200,泰國菜,泰國菜,(7 食評),416,
水晶晶泰國餐廳 Crystal Thai Restaurant (已搬遷),17.0,荃灣路德圍65-75號運通洋樓地下S及T舖,$51-100,泰國菜,泰國菜,(36 食評),173,
泰寫意 Thai Free (已搬遷),1.0,葵涌葵盛西邨7座商場地下2號舖,$50以下,泰國菜,粉麵/米線,(1 食評),15,
紅山泰國菜館 Red Mountain Thai Kitchen (已搬遷),7.0,荃灣三陂坊26號地下A舖,$101-200,泰國菜,茶館,(9 食評),59,
亞萊嘜嘜泰越小廚 (已搬遷),2.0,屯門仁愛堂街1-43號麗日閣地下,$51-100,泰國菜,大牌檔,(2 食評),18,
泰開心泰越精品餐廳 Happy Thai Restaurant (已搬遷),4.0,大圍積富街18號喜悅樓地舖,$51-100,泰國菜,泰國菜,(7 食評),13,
泰國美食坊 (已搬遷),,葵芳美芳街2-14號1B號舖,$50以下,泰國菜,泰國菜,(1 食評),1,
盈旺泰滋味 Yvonne's Thai Delicious (已搬遷),2.0,元朗泰祥街9-15號金輪樓D號舖,$101-200,泰國菜,新加坡菜,(3 食評),17,
薄荷葉泰國菜 Mint Thai House,414.0,元朗安康路怡康大廈地下12-13號舖,$101-200,泰國菜,海鮮,(603 食評),7642,
越味皇,251.0,荃灣路德圍12號地舖,$50以下,越南菜,粉麵/米線,(279 食評),3163,
校長燒肉日韓料理,213.0,元朗西菁街23號富達廣場地下G19-24號舖,$101-200,韓國菜,日本菜,(277 食評),6892,
韓閣 Korean Loft Cafe,181.0,荃灣路德圍運通街地下10M號舖,$50以下,韓國菜,韓式炸雞,(222 食評),3404,
稻八日式火鍋炸物放題 Inahachi Shabu Shabu,195.0,大埔舊墟直街4-20號美新大廈地下A2號舖,$201-400,日本菜,火鍋,(216 食評),4859,提供網上訂座
亞萊嘜嘜 AloyMakMak,139.0,元朗安樂路1-11號明珠樓地下4-5號舖,$101-200,越南菜,泰國菜,(179 食評),5487,
屋子咖啡 Uchi Coffee,161.0,大圍積信街49號安信樓地下P號舖,$51-100,日本菜,甜品/糖水,(286 食評),10968,
鮨一心 Sushi Isshin,81.0,元朗安良里5號地下1-2號舖,$401-800,日本菜,壽司/刺身,(84 食評),917,
囍越 What The Pho,101.0,屯門屯隆街3號屯門市廣場一期3樓3271號舖,$50以下,越南菜,越南菜,(174 食評),2074,送 25里數 / 30積分
小越廚 Le Saigon Cuisine,74.0,荃灣享和街49號都城大廈地下D舖,$50以下,越南菜,粉麵/米線,(98 食評),2261,
Mee...lemongrass,68.0,青衣青敬路33號青衣城2期2樓223號舖,$51-100,泰國菜,馬來西亞菜,(90 食評),1160,
赤橋拉麵 Akabashi Ramen,60.0,屯門青菱徑9號華利大廈地下5號舖,$51-100,日本菜,拉麵,(103 食評),3715,
少爺18 Hawker 18,83.0,葵芳興芳路223號新都會廣場4樓410-412號舖,$101-200,新加坡菜,適合大夥人,(206 食評),4654,送 25里數 / 30積分
金雞去骨海南雞專門店 Golden Chicken,91.0,西貢福民路(食街)34號地舖,$51-100,新加坡菜,馬來西亞菜,(117 食評),4205,
越一越南牛肉粉專門店 Pho 1,67.0,荃灣青山公路275號富裕樓地下G4-6號舖,$50以下,越南菜,粉麵/米線,(87 食評),680,
韓日燒,86.0,荃灣沙咀道298號翡翠廣場2樓,$101-200,韓國菜,日本菜,(121 食評),2048,
定食8 Teishoku 8,36.0,荃灣荃華街3號悅來坊地下G10號舖,$51-100,日本菜,壽司/刺身,(85 食評),1846,
Greyhound Café,31.0,沙田沙田正街18號新城市廣場一期1樓103A舖,$101-200,泰國菜,無肉餐單,(66 食評),2082,
芽莊越式料理 Nha Trang Vietnamese Cuisine,57.0,沙田沙田正街18號新城市廣場一期7樓The Menu,$101-200,越南菜,越南菜,(135 食評),2791,
少爺18 Hawker 18,39.0,沙田沙田正街18號新城市廣場L1樓113號舖,$101-200,新加坡菜,海鮮,(119 食評),3206,送 25里數 / 30積分
漁之部屋 Fishing Heya,69.0,將軍澳貿業路8號新都城中心3期地下19-20號舖,$101-200,日本菜,壽司/刺身,(100 食評),3156,
Mimila,125.0,沙田沙田正街18號新城市廣場1期7樓704號舖,$51-100,馬來西亞菜,粉麵/米線,(157 食評),706,
星味工房 Star Pantry,38.0,粉嶺聯和道57-63號嘉和軒地下4號舖,$50以下,新加坡菜,咖喱,(44 食評),771,
OK德海南雞專門店,29.0,將軍澳貿業路8號新都城中心3期地下G08-09號舖,$51-100,越南菜,茶餐廳/冰室,(51 食評),1013,
日本洋食屋 翔,41.0,荃灣荃景圍荃灣中心商場地下S39號舖,$51-100,日本菜,薄餅,(45 食評),1661,
娘惹廚房 Nyonya Indocook House,93.0,屯門青善街14號康景花園7號地下,$51-100,印尼菜,適合駕駛人士,(135 食評),2592,
芽莊越式料理 Nha Trang Vietnamese Cuisine,23.0,葵芳興芳路223號新都會廣場1樓133號舖,$101-200,越南菜,越南菜,(47 食評),1373,
湄南 Mekong,29.0,將軍澳唐俊街12號天晉匯地下02號舖,$51-100,越南菜,泰國菜,(68 食評),1155,
屯門咖喱屋 Tuen Mun Curry House,62.0,屯門彩華花園25號地舖,$51-100,印度菜,咖喱,(83 食評),1988,
和食快餐 Yoneko,38.0,荃灣西樓角路荃昌中心昌寧商場地下23號舖,$50以下,日本菜,快餐店,(64 食評),2923,
錦麗 Pho Le,21.0,大埔安邦路3號大埔超級城C區1樓518-520號舖,$51-100,越南菜,粉麵/米線,(38 食評),643,
青越 Viet Lime Cafe & Restaurant,26.0,將軍澳坑口常寧路2號TKO Gateway西翼1樓W114號舖,$51-100,越南菜,越南菜,(82 食評),801,
泰中意 Thai Like Kitchen,38.0,大圍下徑口村14號地舖,$101-200,泰國菜,串燒,(49 食評),1230,
漁樂 Lime Fish,16.0,將軍澳唐明街2號尚德廣場2樓205B號舖,$51-100,越南菜,泰國菜,(30 食評),392,
青悅 Lime Garden,41.0,青衣青敬路33號青衣城211號舖,$101-200,越南菜,泰國菜,(119 食評),1070,
八鯨料理,37.0,大埔安泰路1號大埔廣場地下57號舖,$101-200,日本菜,壽司/刺身,(45 食評),1286,
西貢星越泰風味館,37.0,沙田第一城中心1樓132號舖,$51-100,越南菜,越南菜,(86 食評),521,
小茄子 Eggplant Thai Viet Cuisine,52.0,元朗鳳攸南街3號好順景大廈地下11-12&52號舖,$101-200,越南菜,泰國菜,(99 食評),1472,
Pepper Lunch,24.0,葵芳興芳路223號新都會廣場2樓275-276號舖,$51-100,日本菜,快餐店,(51 食評),759,
西貢越南真味 Saigon Pho,14.0,西貢敬民街42-56號西貢大廈地下16號舖,$50以下,越南菜,粉麵/米線,(18 食評),1111,
越男仔 De Viet Son,24.0,沙田沙田圍路1-7號勵城花園地下1號舖,$51-100,越南菜,越南菜,(29 食評),178,
Mee...Lemongrass,22.0,火炭駿景路1號駿景廣場地下G92-G93號舖,$51-100,泰國菜,馬來西亞菜,(25 食評),171,
Vision 8,320.0,荃灣兆和街34號永安樓地舖,$201-400,意大利菜,西式,(390 食評),9829,送 25里數 / 30積分
Backyard,172.0,荃灣青山公路荃灣段388號中國染廠大廈(8咪半)地下G1號舖,$101-200,意大利菜,咖啡店,(205 食評),4034,
M3 Italian,190.0,大圍積富街33號積康樓地下E-G舖,$101-200,意大利菜,海鮮,(225 食評),2287,
雅高·33 Artco． 33,153.0,荃灣沙咀道328號寶石大廈地下21號舖,$51-100,意大利菜,酒,(206 食評),3539,送 25里數 / 30積分
Story Steak & Pasta,133.0,元朗鳳攸南街9號好順利大廈地下3號舖,$51-100,意大利菜,西餐廳,(159 食評),1993,
Mr. Right,119.0,元朗西菁街23號富達廣場地下32-39號舖,$101-200,意大利菜,海鮮,(157 食評),4632,送 25里數 / 30積分
The Point,90.0,將軍澳唐德街9號將軍澳中心地下G01及G02號舖,$101-200,意大利菜,薄餅,(115 食評),2093,送 25里數 / 30積分
Cossi,99.0,荃灣大壩街19-27號地下,$101-200,意大利菜,酒吧,(151 食評),4358,
GOCHISO,97.0,沙田沙田正街18號新城市廣場一期1樓112號舖,$101-200,意大利菜,薄餅,(161 食評),6053,訂座可享主餐牌9折
莱茵河餐廳 Rhine River Restaurant & Bar,86.0,荃灣大壩街71號德仁樓第16期地下7號舖,$51-100,意大利菜,西式,(123 食評),3419,送 25里數 / 30積分
La Terrazza Bar & Grill,93.0,沙田源禾路1號沙田大會堂天台花園,$101-200,意大利菜,西式,(159 食評),8605,
WM Café and Bar,62.0,沙田白石角香港科學園一期科技大道西5號企業廣場地下S019號舖,$51-100,意大利菜,薄餅,(71 食評),437,
柏斯意大利餐廳 Pezzi Bistro,76.0,粉嶺聯和墟聯和道1號地舖,$201-400,意大利菜,酒,(95 食評),2202,
Pizza Baby,50.0,屯門青菱徑7號華興大廈地下A舖,$51-100,意大利菜,薄餅,(75 食評),671,
海圖 Café Heato,47.0,屯門虹橋青柏徑6號鹿苑16號舖,$50以下,意大利菜,All Day Breakfast,(79 食評),3401,
孖寶小館 Twins Bistro,44.0,上水新成路109號地下,$101-200,意大利菜,西式糕點,(57 食評),421,
意粉屋 The Spaghetti House,134.0,沙田沙田正街18號新城市廣場一期153-154號舖,$101-200,意大利菜,薄餅,(240 食評),1420,
US813,33.0,屯門屯利街1號華都商場1樓58號舖,$51-100,意大利菜,意大利菜,(54 食評),1561,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,37.0,荃灣荃華街3號悅來坊B2樓R02號舖,$51-100,意大利菜,薄餅,(64 食評),1363,
歐意餐廳 Euro Pastry Restaurant,39.0,上水彩園路8號彩園廣場3樓R3-R4號舖,$51-100,意大利菜,西式,(78 食評),349,
意廊 Avanti Pizzeria,87.0,沙田大涌橋路34-36號麗豪酒店地下,$101-200,意大利菜,薄餅,(112 食評),5336,送 25里數 / 30積分
PizzaExpress,27.0,元朗元龍街9號形點一期1樓1076號舖,$101-200,意大利菜,薄餅,(38 食評),844,
Marka House,26.0,屯門井財街19號嘉熙大廈地下B2及B3號舖,$201-400,意大利菜,扒房,(39 食評),2403,
PizzaExpress,36.0,沙田沙田正街18號新城市廣場一期1樓121號舖,$101-200,意大利菜,薄餅,(71 食評),1270,
Davinci Cook,31.0,將軍澳坑口村第三排33號地下,$101-200,意大利菜,意大利菜,(49 食評),2097,送 25里數 / 30積分
娜多歐陸餐廳 La Dolce Italiana,36.0,將軍澳唐德街1號將軍澳廣場1樓021-023號舖,$51-100,意大利菜,西餐廳,(66 食評),859,
PizzaExpress,24.0,屯門屯門鄉事會路83號V City商場1樓9號舖,$101-200,意大利菜,薄餅,(53 食評),457,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,33.0,大埔汀角路10號大元街市地下423號舖,$51-100,意大利菜,薄餅,(59 食評),870,
蟠龍半島餐廳 Nova cafe,30.0,屯門愉翠街2號蟠龍半島87座A室高層地下,$201-400,意大利菜,意大利菜,(48 食評),1916,訂座可享85折優惠
Cafe Roma,36.0,馬灣珀麗灣沙灘商場1樓7-8號舖,$101-200,意大利菜,薄餅,(70 食評),2527,食品及飲品9折
歐陸餐廳 Balcony,37.0,荃灣荃華街3號悅來酒店3樓,$201-400,意大利菜,酒店餐廳,(57 食評),1474,午膳、晚膳、自選餐牌及周日早午餐8折
薩莉亞意式餐廳 Saizeriya Italian Restaurant,50.0,屯門屯門鄉事會路112-140號雅都商場2樓S8-10及S24-29號舖,$51-100,意大利菜,薄餅,(79 食評),842,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,48.0,將軍澳貿業路8號新都城中心1期地下C16-24號舖,$51-100,意大利菜,薄餅,(76 食評),854,
Gastrobox by Okapi Cafe,38.0,西貢萬年街67號,$101-200,意大利菜,西式,(66 食評),2384,主餐牌單點食品六五折優惠
拾悦咖啡 October's Cafe,15.0,火炭山尾街18-24號沙田商業中心1樓16號舖,$50以下,意大利菜,咖啡店,(27 食評),1660,
意八餐廳 ItaMoMo,22.0,沙田牛皮沙街2號愉翠苑愉翠商場1樓102號舖,$51-100,意大利菜,西餐廳,(71 食評),456,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,14.0,荃灣青山公路荃灣段388號中國染廠大廈中染新城3樓311號舖,$51-100,意大利菜,薄餅,(22 食評),521,
娜多歐陸餐廳 La Dolce Italiana,27.0,沙田銀城街1-2 號置富第一城1樓183號舖,$51-100,意大利菜,意大利菜,(73 食評),759,
HABITŪ caffè,13.0,元朗元龍街9號形點一期1樓1075號舖,$101-200,意大利菜,咖啡店,(46 食評),876,
Marco's buffet,32.0,葵涌和宜合道119號荃灣絲麗酒店2樓,$101-200,意大利菜,自助餐,(58 食評),977,全單75折
意粉 360 Spaghetti 360,14.0,將軍澳唐德街1號 將軍澳廣場1樓1-003號舖,$101-200,意大利菜,西餐廳,(38 食評),319,
必勝客 Pizza Hut,32.0,屯門屯利街1號華都商場華都大道3樓1A號舖,$101-200,意大利菜,薄餅,(68 食評),245,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,71.0,天水圍天恩路12-18號置富嘉湖一期1樓152-154號舖,$51-100,意大利菜,薄餅,(123 食評),806,
必勝客 Pizza Hut,16.0,將軍澳坑口重華路8號東港城2樓265號舖,$101-200,意大利菜,薄餅,(40 食評),218,
Bello Dining,15.0,天水圍天秀路8號天一商城2樓2008號舖,$51-100,意大利菜,薄餅,(31 食評),589,
Paisano's Pizzeria,62.0,西貢親民街27號地下,$51-100,意大利菜,薄餅,(88 食評),1447,
PizzaExpress,11.0,荃灣大壩街4-30號荃灣廣場2樓217-220號舖,$101-200,意大利菜,薄餅,(31 食評),542,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,10.0,將軍澳唐德街1號將軍澳廣場AEON超級巿場2樓L207號舖,$51-100,意大利菜,薄餅,(30 食評),469,
Cuore,13.0,馬鞍山鞍駿街雅濤居地下G01B號舖,$101-200,意大利菜,美國菜,(34 食評),619,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,11.0,元朗鳳翔路2-6號交通廣場地下38號舖,$51-100,意大利菜,薄餅,(25 食評),398,
Jack's Terrazza Ristorante,21.0,大埔汀角路大尾篤村67號地下,$101-200,意大利菜,西餐廳,(26 食評),1275,
意粉屋 The Spaghetti House,15.0,屯門屯隆街3號屯門市廣場一期2樓2151號舖,$101-200,意大利菜,薄餅,(40 食評),449,
藝程雅聚 Cafe de Country Art,47.0,大埔大美督龍尾村64B,$201-400,意大利菜,酒,(74 食評),2192,
Firenze Italian Mediterranean Cuisine,54.0,西貢普通道60號地下,$101-200,意大利菜,酒,(72 食評),1023,
意粉 360 Spaghetti 360,13.0,將軍澳貿業路8號新都城中心2期2樓2001號舖,$101-200,意大利菜,西餐廳,(35 食評),335,
意情濃 It's time,16.0,元朗安駿里2號怡康大廈15號地下,$51-100,意大利菜,扒房,(20 食評),788,
必勝客 Pizza Hut,26.0,將軍澳貿業路8號新都城中心2期2樓2071-72號舖,$101-200,意大利菜,薄餅,(60 食評),180,
Piccolos,15.0,西貢灣景街20號地下,$101-200,意大利菜,意大利菜,(24 食評),648,
PizzaExpress,7.0,將軍澳唐德街9號將軍澳中心地下B03A-B03B號舖,$101-200,意大利菜,薄餅,(11 食評),280,
梳乎厘 Souffle,38.0,上水馬會道170號地舖,$101-200,意大利菜,海鮮,(73 食評),855,
綠色煮意 Fresh & Green,14.0,火炭山尾街43-47號環球工業中心西翼2樓203室,$51-100,意大利菜,咖啡店,(19 食評),1361,
PizzaExpress,7.0,青衣青敬路33號青衣城2期3樓325號舖,$101-200,意大利菜,薄餅,(10 食評),268,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,5.0,"沙田石門安群街3號京瑞廣場1期1樓113, 115, 116 & 132號舖",$51-100,意大利菜,薄餅,(13 食評),751,
Luca,61.0,大埔汀角路龍尾村64A地下,$201-400,意大利菜,薄餅,(80 食評),2855,
Olive,6.0,元朗教育路63-69號福照樓地下2-3號店,$101-200,意大利菜,西餐廳,(16 食評),324,
La Piazza,42.0,將軍澳坑口村24號地下,$201-400,意大利菜,包場派對,(66 食評),1211,
常嚐素 Pizza Veg,14.0,屯門井財街青棉徑5號金寶大廈地下7D號舖,$50以下,意大利菜,素食,(19 食評),618,
嘉樂意大利餐廳 Dining Gusto Italian Restaurant,7.0,葵芳榮芳路9號恆景商場2樓205-206號鋪,$51-100,意大利菜,薄餅,(23 食評),756,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,5.0,將軍澳寶琳北路18號寶林商場3樓1B號舖,$51-100,意大利菜,薄餅,(11 食評),126,
必勝客 Pizza Hut,19.0,荃灣青山公路荃灣段398號愉景新城1樓1035舖,$101-200,意大利菜,薄餅,(63 食評),307,
Angelato - Handcrafted Artisan Gelato,13.0,屯門青山公路1號黃金海岸商場地下18號店,$50以下,意大利菜,雪糕/乳酪,(15 食評),241,
薩莉亞意式餐廳 Saizeriya Italian Restaurant,9.0,屯門田景路31號良景邨良景廣場2樓L207號舖,$51-100,意大利菜,薄餅,(17 食評),158,
"意大利餐廳 Resto Restaurant, Pizza, Pasta, Ribs & Grill",23.0,屯門屯門黃金海岸商場地下3-5號舖,$101-200,意大利菜,薄餅,(39 食評),795,
